text,label
i have a feeling it could be an unpleasant experience working with her,sadness
i feel like i would have liked the ending better,love
i feel like they would only mask or dull the problems instead of help me work my way through them,sadness
im looking forward to seeing familiar faces again saying thank you and importantly staying connected in many of the wonderful ways that make a craftisan feel like its not such an isolated life after all,sadness
i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted,anger
im going to have to tell myself this a lot today when i feel so defeated,sadness
i just feel very dull right now,sadness
i am feeling a bit apprehensive about carrying an amount this large without any protection,fear
i was feeling shaken walking along the streets and less able to concentrate on not having an accident while simultaneously worrying about having one due to not concentrating,fear
i really didnt like that feeling but he hated even more that the heaviness in his chest was still growing that he made a muffled sound against hideakis lips as the other boy forcefully pressed himself against daiki,sadness
i feel gloomy yet excited,sadness
i feel a gentle amusement,love
i feel is loving,love
i hope all knitters will rise above their hurt feelings and will show that they are loving caring people by supporting the olympians this summer,love
i wasn t feeling pressured even if this was the longest race and the one i expected the most from,fear
i feel very agitated just sitting here,fear
i began to feel isolated,sadness
i feel more hostile towards sarcoidosis than usual,anger
i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself,anger
i feel agitated do i know how to quickly calm and soothe myself,anger
i take a long sip and feel the cold sensation of the iced capp,anger
i feel i rock at than i am usually devastated,sadness
i am not really sure how this came about but ive been feeling a lot more compassionate and forgiving lately,love
i allowed myself to feel the really shitty feelings while i was running because a the endorphins were flowing so it hurt less and b so i could pretend i was running away from them,sadness
i dont want her to beg at my feet but a how are you courtney or a hows your new project coming courtney would give me some affirmation that i dont feel like a submissive slug,sadness
i feel awful when reading someones emotional posts especially when i am was having mine,sadness
i feel about the place and it is unfortunate when i feel it is out of sheer necessity that i have to stay away from home,sadness
im not writing this for people to be like oh i feel bad for you no because i dont want them to do that and dont expect them to do that,sadness
i dont know if i should feel dismayed or pleased that he tells me that they have just taken on new staff first time in years,sadness
ive vented and cried and now im a little more calm and feeling less hostile,anger
i do this if i allow myself to sit in this cycle today i will cause a nasty big blow up fight in public and i will feel humiliated and proven right that i am an unstable bad person,sadness
i had not yet gotten married and that coupled with the pressures of being a senior pastor coupled with the reality of my glaring inexperience made me feel quite stressed,anger
i have an insane appreciation for simplicity and i feel so much compassionate again but still feel like i have that sarcastic sense of humor,love
i feel soooo impatient,anger
i feel like she was bitter towards people who were in upper class just because they were in upper class,anger
i know at least one other person besides myself was feeling nervous and anxious about getting started,fear
i might start feeling nervous tomorrow but im not sure,fear
i wasnt feeling so ashamed that i spent a whole lotta time and precious energy doing this mind you,sadness
i did feel scared now,fear
i still think it is worth posting here as a reminder for the next time i feel anxious,fear
i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper,anger
i could have possibly forgotten that would make me feel as idiotic as last years whole forgot to pack shirts thing did,sadness
i cant help but wince as i do that feeling an unpleasant tightness in my back and a dull ache in my head since ive opted for resting it against the wall behind me,sadness
i was truly just standing there staring out the window feeling so incredibly melancholy that i was on the verge of tears,sadness
i will look better and better to him in time and he will feel stupid,sadness
i feel like a tortured artist when i talk to her,fear
i possibly feel foolish for,sadness
i really feel shamed,sadness
i feel that i really need to let her know that i am still thinking of her and caring for her intense or not why not keep calling plus there is sms and im like any relationship communication is the key to keeping it alive best wishes,love
i am sitting here today feeling just miserable,sadness
i don t really feel that that will happen in my lifetime but still working in publishing i know that it s coming so i should be supporting bookstores,love
im home alone with my son and im feeling sad,sadness
i still feel so irritable every day,anger
i like to be comfortable and usually silence helps although at times i absolutely need music and a couple of hours off just so that i don t feel rushed,anger
i honestly feel a bit pressured she just made a post on a photo stating she wanted to have giant beers soon and i dont even know what to say,fear
i feel like life is very delicate,love
i might add that i feel dismayed whenever i see christians posting links to such apologetic drivel as my online friend did because it only acts as a disclaimer which boldly advertises their own stupendous ignorance and incredulity,sadness
i know there sad to read but it lets other women who feel alone about it,sadness
i feel like someone is being judged harshly not accepted or asked to be something they are not,love
i feel in my bones like nobody cares if im here nobody cares if im gone here i am again saying im feeling so lonely people either say its ok to be alone or just go home it kills me and i dont know why it doesnt mean i dont try i try and try but people just treat me like im a ghost,sadness
i feel outraged about this type of thing,anger
i feel almost outraged that such a crap day should fall on my most favourite of days,anger
i was feeling nostalgic about those days where i officially belonged to this city after getting married to shubhi in feb,love
i also feel sometimes that ive missed out on things because of the amount of times ive had to leave somewhere early to take someone home,sadness
i can imagine someone feeling jealous lonely or scared,anger
i feel like they are dirty all,sadness
i feel like i missed out on so much during juliannas first two years while i was working full time but we are making up for lost time now,sadness
i hate seeing those red windows even more as what i feel inside resonates with the cold uncaring world i know exists behind them making me even more aware of this pain inside of me,anger
i feel like he is snobbish snooty gauche a drunk and offensive,anger
i continue to cruise along the expressway feeling shitty,sadness
i need to eat bread for breakfast and constantly feel the need to snack or munch on something sweet or savory by pm,love
i feel very helpless and even useless,sadness
i feel this way about all relationships romantic platonic and friend zoned friends that dissolve,love
i was actual acceptable at compassionate others but i still didnt feel accepted by them,love
i honestly loved this place and felt pretty comfortable here but after this i don t really know how to feel the school has taken action to help me get through this unfortunate situation which i am really happy about because i wasn t expecting any support,sadness
i am afrade for his life as some people feel quite hostile towards him,anger
i cant stop talking even though im already feel weird uncomfortable feeling swarming me but still my mouth keeps saying unnecessary word,fear
i almost feel greedy with my rd child when so many people i know are working so hard for or,anger
i still feel very amorous,love
i feel like i just need to rejuvenate myself catch up on some blog posts some work on my etsy shop and catch up on a few tv shows i missed this week,sadness
i would have liked but if i would have had people to run with i feel like i could have run a low,sadness
i get i will drill into the subjects soul with an icy stare until it feels as disturbed as i do and leaves,sadness
i am feeling devastated the inner voice within me thats what i name it speaks,sadness
i feel so fond of my friends,love
i do feel though that its pretty dangerous to try to apply only one strategy to a match,anger
i feel their taste of desserts are not sweet and suits many customers now,love
i started feeling like i was being paranoid since it kept happening,fear
i have the same feelings toward the word passionate,love
i do not like exposing myself because i end up feeling vulnerable,fear
i didnt feel like i missed anything at all,sadness
i feel like a vile traitor even saying such a thing but its the truth,anger
i do feel bad because im pretty sure im not going to be able to get the other done before we leave for vacation,sadness
im sorry if ive made any of you feel unimportant,sadness
i feel ashamed to tell somebody that,sadness
i tried but i failed to put much efforts therefore i feel myself getting punished for not able to see my idol i should be i used to watch all of his b amp w movies made during my mothers generation but still i liked him his mesmerism style music his zest for life,sadness
i am a christian and appreciate the points but i do feel it would be rejected by those who do not believe,sadness
i feel like i am abandoning him in a way but he is so supportive of the move,love
im so afraid that im bipolar because that feels too much like being like that kids i hated in th grade the kids who nearly drove me to suicide for the first time in my life,sadness
i feel like i ve always been jaded towards the classic movies but then when i actually sit down to watch them casablanca the great escape etc,sadness
i took it i remember feeling extremely agitated,anger
i did not feel dangerous enough to get in,anger
i knew i was just feeling unsure amp scared and so i let it overpower me and i gave in to those feelings and gave up,fear
i feel none of that and because i am a hopeless romantic shrouded in reality i know for a fact that this person is not me,sadness
i always feel horny when im done but its definitely a large flaccid and my penis is sleepy and hangs low,love
i dont really miss the sleepless colic crying newborn stage though i am feeling a little sentimental,sadness
i made this i felt some relief from the fear and anxiety but i started feeling pissed again with a whole new set of memories,anger
i can t imagine any reader feels lethargic calm and content after reading it,sadness
im feeling pretty guilty for not even being in the library whilst writing this so imma get my stuff together and dramatically exclaim,sadness
i feel as though im the most hated kid in school the biggest bitch and other times i just feel popular and loved by everyone,sadness
i just feel so heartbroken out of loneliness,sadness
i remembered that i gave my day to the holy spirit and filled with his grace how could i feel disturbed with this situation,sadness
i have to tell you that i feel insulted,anger
i alive i feel so defeated with this issue,sadness
i feel horrible they wrote again and again personifying an act they were not the cause of it was their progeny who should be genuflecting at her the wronged woman s feet,sadness
i have been neglecting the feeling of people around me i was stubborn,anger
i feel like i only get mad if i think someones doing something thats really unjust,anger
i feel completely stupid for not knowing any of this,sadness
i anger people because when i feel agitated with something i get frantic and speak fast and snippy,fear
i feel like we had a connection but we ve struggled so much now we ve lost it and i feel so bad about that,sadness
i feel paranoid that every time i log onto facebook or attend church that im about to find out yet another friend is pregnant,fear
i could have just kept going but i could tell that she was feeling really defeated and needed a friend,sadness
i feel a bit frustrated with myself as i know i m not getting out of my dogs in the ring or at training if i m honest at moment due to me but i ll continue to do the remaining shows i ve entered until the end of july as long as we re all enjoying it,anger
i would still feel weird,fear
i know that next time i get feeling all needy and want something no matter how petty i am going to say so,sadness
i wake up feeling exhausted as if the running and hiding had been real,sadness
i feel like a horrible rotten person for thinking that this is the most isolating thing a woman can go through and some days being tough is not an option,sadness
i am pinned as the culprit of digging out their inferiority and made them feel useless again,sadness
i did not want to feel devastated hopeless helpless and sad all the rest of my life,sadness
i was feeling awfully indecisive this morning when i started to think about what i wanted to do to get my heart pumpin,fear
im still feeling really shitty and undeserving of their love,sadness
i love feeling loved but i hate that he seems so devastated,love
i look like i worry that i will always feel inadequate,sadness
i don t want to feel resigned to the typically american life and i know a lot of others aren t happy with that either,sadness
i feel and however tragic their situation that s no reason to increase the wage,sadness
i remember feeling uncertain about what to say well erm we are trying and my period is due this week so erm,fear
i just feel you so so dont be afraid naega deo apaya hae and pray again dasi neol chajeul su itge sigani heureulsurok gaseumi apawa i need you go back in time dan hanbeon manirado forgive my sins wo doedollil suman itdamyeon i gotong ttawin naegen so so sloth,fear
i think this would be fantastic as i feel the over nutrition of children is suffering and that over of all children are obese,sadness
i did the yelling the feeling of being extremely mad,anger
i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had,anger
i decide to look for professional help and when i find a ceramics repairment atelier that describe themselves as artisans of patrimony specialized in primitive arts and antiquities i feel relief that my damaged fish shape ashtray will finally be in safe hands,sadness
i feel so vulnerable i need to have a mask on to go into the world or if my desire is caused by a need to divert attention or cover up weakness i should probably be making more constructive use of my time than trying to look pretty,fear
a few monthe ago,anger
i can flirt along with the best of em and i rarely if ever feel intimidated by male identifying folks or the idea of striking up a conversation with them regardless of how hopelessly attracted i am to them,fear
i feel this is very dangerous,anger
i know my good friends are biking through tulip fields i feel a little regretful,sadness
i have a feeling that its something ive missed because it shouldnt be that tedious,sadness
i often find myself feeling assaulted by a multitude of sense impressions,sadness
i am left feeling like the greedy bastard and i hate it,anger
i feel like when i entered my relationship with mike i became unwelcome in your life,sadness
i feel that my lifes fucked up,anger
i feel pathetic and the desolation is beyond consolation,sadness
i feel incredibly vain and stupid admitting to that,sadness
i feel youre faithful over me as i sing amp worship you i find no words to describe you,love
i feel really damn terrified and rushed to my classroom where my friends are playing and joking around,fear
im not crossing things off ever growing to do list i feel like i keep making stupid silly mistakes in all areas of my life amp im just tired,sadness
i feel that supporting or at least not condemning the seal hunt is akin to saying well think of all the good things hitler did,love
i know its been awhile since i posted but between feeling crappy all the time work and just being plain lazy i havent even gotten on the computer,sadness
i to feel sympathetic about the children of the world and the bad messages that we send to them when we live in a lawless culture full of innuendo to the contrary,love
i feel kind of uncomfortable as i m about to write a not so favorable review about starters,fear
i felt this way before i was feeling rather reluctant whether should i go down to bishan to fetch my boyfriend,fear
i could of course go on with it feeling resentful of him with him being blissfully unaware of anything being wrong,anger
i am still feeling a bit melancholy over my daughter going back to college and the end of a fun summer,sadness
i am feeling abused for having wasted hundreds of dollars a year in subsidization for this crap and though im not sure whether or not im mad as hell im surely not going to be taking it anymore,sadness
i would pay not to feel so isolated by this,sadness
ive been struggling a lot lately with feeling inadequate and unsuccessful by societys standards as i watch my peers attending graduating from college and finding jobs that fulfill them,sadness
i do not see but could feel that she is someone i am very reluctant to let go,fear
i sympathize with this person but i also feel a bit skeptical the theme is loss because everyone looses,fear
i have my favorite cookies in the house oatmeal chocolate chip and its hard to stay away from them since im feel pretty discouraged lately,sadness
i cant help but feel somehow he was punished in heather mills divorce settlement he is he does have a good sense of hum,sadness
i didn t feel rushed to finish millions of things and i was able to focus on each task separately,anger
i get the feeling people think im very whiney which i know i am,sadness
i feel his pain but fear he has missed a much larger point,sadness
i have not written is that i am still feeling angry about something that happened on friday which seems to have invaded my happy place with recurring angry thoughts,anger
i admit is inexcusable giving you to feel slightly naughty bestial heck macho even,love
i was beginning to feel anxious about it and i asked him to help me out,fear
i respect his feelings and its unfortunate i cant return them but i feel like hes trying to creep closer and closer for the title of boyfriend as in,sadness
i feel sympathetic towards companies that have done business for a century or two suddenly facing an entirely different situation,love
i was yelling to the group in front and not getting an answer and getting increasingly concerned and feeling increasingly frustrated with those lagging behind despite repeated explanations and pleas from me regarding the need to catch up with the advance group,anger
i am always feeling hot i am hot to the touch,love
i feel like i am being punished for something that i didn t even do,sadness
i used string and pins but i feel they get too messy and cluttered looking,sadness
i could feel her loving gaze on me as i made my way down between her legs,love
i would have been happy to have had a nap but since we were already here steve and i then wandered around the botanical gardens getting a feel tor where i could go to get some lovely shoots for families,love
i am sitting here taking it all in and feeling blessed,love
i feel like im a hateful person sometimes,anger
i dont need that sense of social approval that i craved right now i dont even feel that aching guilt that so often gave me headaches,sadness
i feel unsure of my footing,fear
i feel really devastated and i feel like i can t breathe,sadness
i feel very distraught tonight,fear
i can feel my blood start to boil my hands start to twitch and i suddenly get really hot,love
i am feeling more pain and hurt than i did before,sadness
i could tell but the pain you feel in your own heart from those whom you have abused will torture you for the duration of your life,sadness
i have been in dublin i could not be more grateful for this class as it has allowed me to work with people in need but also allowed me to feel accepted and immersed in the city,love
im feelin spiteful so well actually visit my house to watch rally finland,anger
i just feel more resentful and tell myself it was better if i did not share with him,anger
i came away from the experience feeling rather confused and it left a sour taste in my mouth,fear
i liked it all the same this one will take a few listening sessions to get a real feel theres a lot distortion in the songs which agitated me a bit but it caused me to do a little research on just what the creative force behind this unusual album,anger
i feel dumb packing when i can t even get a straight answer about whether or not i m actually going to be able to move somewhere,sadness
i find im barely breathing and feel a little frantic,fear
i went into that feeling more than a little bit scared as my running training to date had been almost non existent,fear
i now can t help but feel like i ve been sloughed over like an unwelcome burden kathumped on the ground,sadness
i cannot help but feel a bit anxious on how this delivery will go hopefully another vbac if all goes as planned,fear
im feeling a bit stressed by the sheer numbers button pressing enthusiasts gathering around my bike,anger
i just love how when she gets that one on one time with me she feels to loved,love
i mean i am kinda feeling disturbed when subaru is close to me,sadness
i feel like i missed the point with this book and therefore i feel kind of dumb,sadness
i feel so uncertain about everything right now,fear
ive been feeling pretty terrible for weeks so it would be hard to get significantly worse from where i was,sadness
ill add special sea shells and some sand for a beachy feel but for now i am loving my eggs,love
i just feel really irritable and everything drives me insane,anger
i feel defeated knowing that i cant be like them and that it is because of myself and the things that i have felt that i cant attain great success like them,sadness
i was able to maintain physical and mental activity as well as have a necessary structure and routine without feeling pressured to overdo it,fear
occured while preparing for a midterm in social welfare that i thought was going to be very hard and felt unprepared for,fear
i feel pretty weird about that considering what my friends and colleagues in nyc and new jersey are going through but it s just the reality,fear
i have even a time or two found myself feeling a bit jealous of the mothers who had perfect babies who have been sleeping through the night since they were three months old and speaking in sentences by age two,anger
i realized this weekend that i am feeling somewhat apprehensive about this surgery,fear
i feel kinda idiotic because i talked to the bass player shahzad ismaily when i got two shirts and i didnt say anything to him,sadness
im feeling so sad that come in later years,sadness
i wake up and i open up my eyes i feel an aching in my heart that s when i realize,sadness
i have given said friend space distance talked to friend about problems given friend more space and now i am left with a sour friendship that will never be what it was and a feeling of being ignored,sadness
i feel i just couldn t be bothered with some of the things that used to keep me up at night,anger
i go to church i ll probably sit in the back feel awkward and not talk to anyone,sadness
i feel suspicious of wrinkle prevention beauty products for some reason,fear
i am starting to feel emotional,sadness
i feel that if we decided to just be friends as long as it didnt come about in some unfortunate way that i would be completely good with that,sadness
i feel like a paranoid victim of the system in fear of something learing in the depths,fear
i actually feel inside which is so dangerous because apart from my shoulder i feel really amazing,anger
i also know that if i forget for a period of time it would cause tension or a feeling of unease that maybe i am mad at him,anger
i feel intimidated by these colleagues of mine,fear
i feel that the world is a tragic and woeful place to live in,sadness
i am no longer red it feels weird,fear
i never had that sense of belonging anywhere and where if anywhere is anyone supposed to belong and feel accepted,love
i do have dark chocolate i may have a square if im feeling the need for a sweet,love
im not feeling homesick,sadness
i just couldnt shake the feeling that he is being left out somehow and i sort of hated that i had done this to him,anger
i put forward to all their social diktats make them feel i am rebellious towards their authority,anger
i say i only sort of knew him and i don t want to make it like i m personally devastated by it i m certain those who were close with him are feeling devastated and i don t want to appropriate that or disrespect that grief,sadness
i feel jealous of everyone who has the chance to meet you everyday,anger
i didnt feel threatened at all by the people like i would have for the first minutes walking in indonesia,fear
i want to come out about it but i feel so reluctant for some reason,fear
i basically wrote this for my future self i m feeling generous and think like i should just give the guy a break and list all the queries,love
i feel sorry gary today pm a href,sadness
i know people usually feel devastated when someone they know dies the fact that they didnt invite me to the funeral has hurt a lot,sadness
im feeling homesick this week,sadness
i often feel like the jaded older sister while around them,sadness
i am saying that i am feeling helpless now that i have to walk on toes,fear
i go off to sleep and i say i m feeling exhausted and suddenly i go into thoughts about how i m working too hard how i can never get the balance right how i feel like it s all too hard etc i go into a whole story about my life where everything seems overwhelming,sadness
i feel so helpless because i dont know what more to do,fear
im feeling pressured because it is crunch time with looming deadlines once i hit the airport thursday i know ill be too busy to worry with the other items for a few days,fear
i feel that there is too much time and energy devoted to saving the whales the baby seals and the great horned owls,love
im starting to think we may need to have to put a big sign on our door telling them so at least that would save me from feeling rude,anger
i feel as though i need to say hi my name is cathy lovely to meet you,love
i sometimes feel shy about my musical taste because some of it wanders towards what some might call techno slander,fear
i was feeling apprehensive about my life as a student i felt like i couldnt succeed wouldnt succeed could never succeed,fear
im feeling mentally burdened with many things to get done,sadness
i know it s gross to think that you are putting snail mucus on your face but it s a small price for beauty plus the texture of the product is just like any other face cream so it won t feel weird,fear
i feel shamed mentioning the fact that i owned a nokia,sadness
i feel it is quite unfortunate to be suggesting an anything but conservative abc type political message as i am someone who holds many values in common with those articulated by the conservative party,sadness
i think that now if i were to ride it without you or with another person present i would feel disheartened,sadness
i have some great friends who help me deal with my issues because you cant always leave your baggage at the door see offspring feelings you guys know who you are and thanks again for being supportive,love
i feel i did some thing impolite katanya,anger
ive been feeling kinda crappy the last couple days so am just kind of in a blah mood,sadness
i will hopefully be able to feel less inhibited in my writing and not so much like i write too often,sadness
i feel not for you this savage deal leave me with my speedy clutch leave me with brown sugar lunch,anger
i am not an expert i am simply a filmmaker and i feel really uncomfortable speaking from a level higher than the audience especially when there are often real experts in the audience who know much more about medical and radiation issues than i do,fear
i was feeling frustrated somewhere between season and season of ccs anime and found the anipike website and that there were fanfictions written about ccs characters,anger
i feel so blessed and grateful for all the people in my life and the richness they bring to it,love
i was listening to belle and sebastian feeling agitated,fear
i feel so useless and idle,sadness
i have a nagging feeling of discontent,sadness
i keep feel irritated,anger
i even had a deep feeling for alaska and the cold and snowy and yet big open land with the pine trees and mountains but im destined to live in southern california,anger
i find myself when i am feeling most alone,sadness
i feel his love and blessings as i meet loving supportive people as im inspired to write new songs and as my life unfolds before me,love
when a friend of mine keeps telling me morbid things that happened to his dog,anger
i feel like a crappy mummy if were stuck in but there are days where i really cant face much else then venturing out to the garden at pm,sadness
i do not feel dumb any more,sadness
ive seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great,fear
i feel sorry for them,sadness
i feel like a heartless b tch for hating him so much,anger
i feel pathetic and am asking myself how i could even let things get to that point but i did,sadness
i feel so blessed that god has chosen me to help guide them,love
i am so jealous im always jealous when he has fun without me and i fucking hate it i feel pathetic,sadness
i feel you re in for an unpleasant surprise,sadness
i feel helpless because i cannot stop it,fear
i feel so rejected and unwanted,sadness
i have a desk job and sit on my ass all day long so sometimes i feel paranoid that i m not being active enough and think things like dear god what if i get so fat that i can never lose the baby weight,fear
i feel like such a confused person lately sigh,fear
i feel ive been beaten down by the words of men who have no grounds i cant sleep beneath the trees of wisdom when you ax has cut the roots that feed them forked tounges in bitter mouths can drive a man to bleed from the indide out what if you did,sadness
i fully understand the feeling of being beaten down wounded and bereft,sadness
im feeling cranky im very defensive about it,anger
i often feel dissatisfied with such discussions partly because of the persistent everyone is beautiful nonsense but partly because they rarely go past the effects of advertising on body image,anger
i designed the retirement detox course for all those people who are maybe feeling a little disillusioned with retirement and are wondering is this all there is then,sadness
i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth,anger
ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment,anger
i finally found this afternoon and i wear it feeling like a vicious lurker,anger
i do feel lonely at times and at times i still feel that i am alone,sadness
i feel intimidated like i just want to turn around and head back into the safety of my yoga class or hop on the tried and trusty treadmill,fear
im feeling sentimental so ive decided to make a list of some of the things ill miss most,sadness
i was just feeling so annoyed about everything,anger
i personally feel you can call a guy slutty and matt,love
i get involved into a tale of good versus evil i want to feel afraid of the dark to a certain extent,fear
i feel like theres a dangerous chance that im pulling a don quixote on this blinding rushing at the windmill that is my eventual marriage or future child,anger
when my little sister was sick at home and i thought that she would die,fear
i asked whether if he feel shy around me he said no and he say because im a very active person,fear
i feel embarrassment and shame of being victimized,sadness
i feel sorry for him because his dad is an idiot and a sucker for consumer products,sadness
i feel offended when friends especially married friends somehow judge me for not being married yet,anger
i feel rushed i make poor food choices and start to slide back towards bad habits,anger
im under a lot of stress and feeling overwhelmed,fear
i just want u to know how u make me feel unimportant ignored jealous and more middle school level adjectives,sadness
i will rest in the knowledge that even when im feeling isolated i am never alone,sadness
i said though i am feeling gloomy,sadness
i never want to diminish the pain ocd has placed on peoples shoulders and so i speak only for myself when i say there is and has been worse to go through than the burden i feel i think to watch my children starve suffer or be tortured would be much worse,fear
i still do a little floor workout because otherwise i feel antsy or cranky,anger
i may have to learn how to say their african names so that when im feeling boring and uninteresting i can slide them into conversation to impress others,sadness
i say that to myself when i am unsure or feeling insecure about what others think of me,fear
i strongly dislike feeling stupid which is a feeling that comes up for me at least once per day and often more frequently than that,sadness
i actually feel lame because its such a much lighter workout than the px but im able to push harder and i dont dread it so much,sadness
i just feel left out hated extra,anger
i don t feel insulted because it doesn t sound insulting at all,anger
i feel pissed my friend didnt offer me a soda,anger
i am no i feel melancholy despondent often angry,sadness
i have been made to feel totally unwelcome by my managers at work i ve gone from being one of the most trained in my team to human being of the least,sadness
i cant even tell you how refreshed i feel exhausted,sadness
i feel like im but at least im not feeling pressured to write when i dont want to,fear
i was still feeling generally needy and wanting to spend more time with her and dealing with the insecurities and well the focus on what my friend was doing,sadness
i have become too comfortable while at the same time feeling discontent because i have not been pursuing the thing the lord has set on my heart to pursue,sadness
when i was ditched by my girlfriend,sadness
im feeling somewhat sleep deprived and dreading my alarm going off tomorrow morning,sadness
i feel doomed to failure,sadness
i feel like a perverse pokemon master collecting card keys from girls i almost managed to score on ha,sadness
im normally a strict pray gods best girl but i can barely handle the torment i feel wrestling in sweet boys heart,love
i feel disgusted c kj rel bookmark class permalink nov middot,anger
i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,anger
i stand here i feel empty a class post count link href http mooshilu,sadness
i feel so horny in these thigh high nylons,love
i feel like i betrayed my ex like i still need to be loyal to him i want to wait until im completely over my ex,love
i feel deprived of an opportunity to see victoria take the rubies out for the first time,sadness
when i had a serious argument with a dear person,anger
i feel so helpless but so well protected,fear
i feel so unhappy about this,sadness
i was feeling really rotten,sadness
i can help but feel sympathetic,love
i am such a private person and although i won t be going into anything too personal i m feeling anxious just writing this,fear
i feel ugly today,sadness
i hope to make blood clots feel unwelcome in my body in any way possible as one of my new years resolutions,sadness
im wrong but i have a feeling the studio was reluctant to give clint money to fund a movie from the perspective of the japanese,fear
i homophobic men repressed homosexual feelings paranoia projection a tragic story how dangerous sexual repression is,sadness
i feel let alone give a shit,sadness
i was in control and now i feel that i have lost it,sadness
i could feel the envious eyes and hatred stares of the women wising they was in my place at the moment,anger
i feel a little disheartened with like im making an effort and getting nothing in return,sadness
i could be in a pile of mud you can take this figuratively or literally at this point with the gross feeling of just being dirty,sadness
i feel especially passionate about the friendships and support network that we enjoy as a part of womens ministry at befc today,love
i write this very moment i feel the cold chill of,anger
i really wanna see her soon but i feel really needy for asking her if i can see her,sadness
i feel so blessed that god has given me the wisdom to train them in how to help and be a part of our household,love
i would probably feel much less exhausted if i had a husband who was able to come home after work and contribute to the parenting and household tasks,sadness
i get the feeling that after today and yesterday ive gained back every pound ive lost,sadness
i feel pretty tortured because i work a job and often the inspiration strikes while im at work,fear
i like reading it and feeling sympathetic for people and my mind creates all the descriptive background and scenes the author describes about it,love
im feeling punished for having loved the previous books,sadness
i can sink into the stillness to feel the gentle hum of that light there is pleasure in contrast,love
i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,fear
i have loved not feeling rushed here,anger
i have become more and more concerned not only for my own future daughters but for all the girls who are out there currently trying to feel accepted by the worlds standards,love
i am depressed and feeling worthless getting on my gmc denali bike and conquering miles makes me feel less powerless,sadness
i came home feeling depressed,sadness
i feel like i m being mentally and emotionally assaulted with something and i just wanted to write that down somewhere,sadness
i put it aside feeling a little defeated,sadness
i almost could feel it attempting to smother me like a hot blanket pressed down over me,love
im feeling kinda shaky my mind is full of doubt good luck love you,fear
i almost lost my feelings in this gloomy world,sadness
i am surprised no one is feeling repressed misrepresented or offended by it,sadness
i am feeling a bit groggy today,sadness
i am feeling delicate after hogmanay if that s what you are thinking,love
i can understand her feelings and greatly value her passionate approach to life and while i benefit daily from her ability to empathize with my own feelings i seem to lack the capacity to return that gift to her,love
i have noticed a strange feeling of discontent encompass my very being,sadness
i also feel terrified but i ve found that since i ve started saying i m terrified out loud i feel less terrified,fear
i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,anger
i can be surrounded by a sea of people and still feel all alone,sadness
i asked myself why do you feel frightened of being,fear
i feel it when i get hurt on little things,sadness
i feel disappointed and want to tear up some paper and throw it across the room and write a giant letter of why things are unfair i just think of perspective,sadness
i sci makes you feel like the earth and life as we know it is doomed,sadness
i cope with being made to feel inadequate,sadness
im feeling really annoyed today,anger
i was still feeling terrible sore throat body aches stuffy nose congested etc,sadness
i dont know where and when i can feel the thrill and im scared that im going to miss it,fear
i know if i do ill get guilted about making her feel unwelcome,sadness
i realized that when i let my mind race and i start to feel restless i get the desire to smoke,fear
i feel lonely a class post count link href http sporkgasm,sadness
i am sure you will feel very unhappy about it too,sadness
i was feeling emotional i sat backstage during the two hour play and ate,sadness
i feel as a person and a politician i cannot allow dogs to run around on our streets that are more dangerous than others,anger
i would feel that a few words would be not only inadequate but a travesty,sadness
i sent my boyfriend bobby when i was feeling particularly melodramatically helpless i miss having a home in the states and i miss my sweatshirt and i miss taco bell,fear
im feeling lethargic these days hence the long hiatus,sadness
i feel like im a shitty friend,sadness
i feel listless and lethargic with a hint of anxiety as if there is something i need to be doing but i dont know what,sadness
i feel like this class has also reaffirmed the importance of women supporting other women learning that it s okay to be yourself and of an inclusive feminist community,love
im still feeling a bit shaken,fear
im so going to end up feeling slutty and be like ah,love
im so happy about this as he was really looking feeling awful,sadness
i feel annoyed at the fact that i m three weeks out of chemotherapy and i m getting annoying pinching niggles in my back,anger
i feel dirty rel bookmark i feel dirty i feel gross poaching vicarious threads from agtalk but i can t resist,sadness
i get the feeling he has naughty intentions,love
i can then sit seeing a random picture of colored christmas lights and feel my heart hurt from missing him so much,sadness
i do know what it feels like when no one seems to be supporting your vision and just admiring it from the outside when you not only invest your time but your personal money that should be feeding your family and still not seeing anything,love
i feel sorry for albums like the nd law and living things which have four or five fantastic albums to compete against,sadness
i am feeling discouraged,sadness
i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,fear
i didnt feel gloomy,sadness
i think of these folks when i am feeling miserable for having to acknowledge i must actually do something to make the world a better place,sadness
i am so sorry you are feeling so sad,sadness
